"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40510","World","2018","2018",56.59995,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40510","World","2019","2019",57.74141,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40510","World","2020","2020",57.35761,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40510","World","2021","2021",56.94649,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40510","World","2022","2022",56.58019,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40515","East Asia and the Pacific","2017","2017",69.14681,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40515","East Asia and the Pacific","2018","2018",68.22417,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40515","East Asia and the Pacific","2019","2019",69.32814,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40515","East Asia and the Pacific","2020","2020",68.42847,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40515","East Asia and the Pacific","2021","2021",68.60384,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40614","Western Asia","2017","2017",70.88559,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40614","Western Asia","2018","2018",64.60849,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40614","Western Asia","2019","2019",64.45037,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40614","Western Asia","2020","2020",64.49955,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40614","Western Asia","2021","2021",64.47233,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40614","Western Asia","2022","2022",64.37784,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MEX","Mexico","2017","2017",49.96901,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MEX","Mexico","2018","2018",44.89927,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MEX","Mexico","2020","2020",41.824,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MMR","Myanmar","2019","2019",47.677,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","URY","Uruguay","2017","2017",25.28145,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","URY","Uruguay","2018","2018",32.72137,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","URY","Uruguay","2019","2019",15.13641,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40042","Lower middle income countries","2017","2017",57.37649,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40042","Lower middle income countries","2018","2018",57.23545,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40042","Lower middle income countries","2019","2019",59.66163,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40042","Lower middle income countries","2020","2020",59.12693,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40042","Lower middle income countries","2021","2021",58.69448,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40042","Lower middle income countries","2022","2022",58.30101,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40540","Sub-Saharan Africa","2017","2017",61.12641,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40540","Sub-Saharan Africa","2018","2018",61.25382,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40540","Sub-Saharan Africa","2019","2019",61.10871,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40540","Sub-Saharan Africa","2020","2020",60.97597,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40540","Sub-Saharan Africa","2021","2021",60.83161,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40540","Sub-Saharan Africa","2022","2022",60.75193,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","ZAF","South Africa","2017","2017",29.69471,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","ZAF","South Africa","2019","2019",38.78458,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","ZAF","South Africa","2021","2021",33.37755,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","SLV","El Salvador","2017","2017",59.37969,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","SLV","El Salvador","2018","2018",58.73556,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","SLV","El Salvador","2019","2019",58.35478,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","SLV","El Salvador","2020","2020",57.18559,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BRA","Brazil","2017","2017",30.3115,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BRA","Brazil","2018","2018",35.19479,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BRA","Brazil","2022","2022",32.36407,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BFA","Burkina Faso","2018","2018",58.59756,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BFA","Burkina Faso","2019","2019",54.85572,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BFA","Burkina Faso","2022","2022",55.09999,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","AZE","Azerbaijan","2017","2017",67.80964,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","AZE","Azerbaijan","2019","2019",68.04134,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","COL","Colombia","2018","2018",53.94069,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","COL","Colombia","2019","2019",53.56636,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","COL","Colombia","2020","2020",53.87745,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SUR","Suriname","2021","2021",65.82012,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MLT","Malta","2021","2021",31.43864,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TZA","United Republic of Tanzania","2022","2022",60.9071,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","UZB","Uzbekistan","2018","2018",99.92254,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","UZB","Uzbekistan","2019","2019",50.25988,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","UZB","Uzbekistan","2021","2021",50.31762,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","UZB","Uzbekistan","2022","2022",50.34068,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40630","Latin America and the Caribbean","2017","2017",43.76038,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40630","Latin America and the Caribbean","2018","2018",43.74782,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40630","Latin America and the Caribbean","2019","2019",43.6815,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40630","Latin America and the Caribbean","2020","2020",43.62672,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40630","Latin America and the Caribbean","2021","2021",43.12353,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40630","Latin America and the Caribbean","2022","2022",43.18448,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PSE","Palestine","2017","2017",55.33475,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PSE","Palestine","2018","2018",55.98004,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PSE","Palestine","2019","2019",63.20827,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","LKA","Sri Lanka","2017","2017",41.08189,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","LKA","Sri Lanka","2018","2018",32.73301,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","LKA","Sri Lanka","2019","2019",12.0664,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","LKA","Sri Lanka","2020","2020",42.62031,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","LKA","Sri Lanka","2021","2021",61.6774,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","NPL","Nepal","2021","2021",69.02078,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","KHM","Cambodia","2022","2022",43.37727,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","GEO","Georgia","2022","2022",24.56915,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","KWT","Kuwait","2017","2017",48.78085,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","KWT","Kuwait","2018","2018",47.32026,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","KWT","Kuwait","2020","2020",47.77988,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SDN","Sudan","2018","2018",48.72969,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MOZ","Mozambique","2017","2017",60.41284,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MOZ","Mozambique","2020","2020",60.2898,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SSD","South Sudan","2018","2018",49.52406,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40030","Middle income countries","2017","2017",63.98601,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40030","Middle income countries","2018","2018",63.72965,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40030","Middle income countries","2019","2019",63.65267,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40030","Middle income countries","2020","2020",63.57175,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40030","Middle income countries","2021","2021",63.62402,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40030","Middle income countries","2022","2022",63.41764,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ESP","Spain","2018","2018",67.03148,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ESP","Spain","2020","2020",67.00584,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","THA","Thailand","2018","2018",62.56861,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40675","World","2017","2017",56.81147,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40675","World","2018","2018",56.59995,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40675","World","2019","2019",57.74141,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40675","World","2020","2020",57.35761,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40675","World","2021","2021",56.94649,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40675","World","2022","2022",56.58019,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","MEX","Mexico","2017","2017",57.8942,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","MEX","Mexico","2018","2018",57.44242,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","MEX","Mexico","2020","2020",58.36081,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","HND","Honduras","2018","2018",25.41644,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","HND","Honduras","2019","2019",33.50645,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MUS","Mauritius","2021","2021",61.87044,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SEN","Senegal","2017","2017",64.99683,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SEN","Senegal","2022","2022",64.80889,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","HRV","Croatia","2021","2021",72.45765,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LBR","Liberia","2017","2017",64.77874,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","SLV","El Salvador","2017","2017",42.76626,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","SLV","El Salvador","2018","2018",45.0059,,
